Datum;Bundesland;Altersgruppe;7T_Hospitalisierung_Faelle;7T_Hospitalisierung_Inzidenz
2021-03-07;Nordrhein-Westfalen;80+;251;19.64
2021-03-06;Bundesgebiet;00-04;48;1.2
2021-03-06;Bundesgebiet;60-79;1685;8.99
2021-03-06;Nordrhein-Westfalen;00+;980;5.4
2021-03-06;Nordrhein-Westfalen;35-59;258;4.24
2021-03-05;Bundesgebiet;00+;4579;5.43
2021-03-05;Nordrhein-Westfalen;00-04;12;1.37
2021-03-05;Nordrhein-Westfalen;00+;991;5.46
2021-03-05;Nordrhein-Westfalen;05-14;5;0.29
2021-03-05;Nordrhein-Westfalen;15-34;92;2.18
2021-03-04;Bundesgebiet;00+;4688;5.56
2021-03-04;Bundesgebiet;35-59;1085;3.81
2021-03-04;Nordrhein-Westfalen;00-04;12;1.37
2021-03-04;Nordrhein-Westfalen;60-79;385;9.73
2021-03-03;Bundesgebiet;00+;4794;5.68
2021-03-03;Bundesgebiet;05-14;30;0.38
2021-03-03;Nordrhein-Westfalen;00+;1088;6.0
2021-03-03;Nordrhein-Westfalen;15-34;89;2.11
2021-03-02;Bundesgebiet;00-04;48;1.2
2021-03-02;Bundesgebiet;00+;4832;5.73
2021-03-02;Bundesgebiet;05-14;29;0.37
2021-03-02;Bundesgebiet;35-59;1130;3.96
2021-03-02;Nordrhein-Westfalen;00+;1093;6.03
2021-03-02;Nordrhein-Westfalen;05-14;3;0.17
2021-03-01;Bundesgebiet;35-59;1127;3.95
2021-03-01;Nordrhein-Westfalen;00-04;16;1.82
2021-03-01;Nordrhein-Westfalen;00+;1142;6.3
2021-03-01;Nordrhein-Westfalen;35-59;289;4.75
2021-02-28;Bundesgebiet;00-04;44;1.1
2021-02-28;Bundesgebiet;00+;4939;5.85
2021-02-28;Bundesgebiet;05-14;34;0.43
2021-02-28;Nordrhein-Westfalen;15-34;91;2.16
2021-02-28;Nordrhein-Westfalen;35-59;280;4.61
2021-02-28;Nordrhein-Westfalen;80+;325;25.42
2021-02-27;Bundesgebiet;05-14;34;0.43
2021-02-27;Bundesgebiet;15-34;330;1.73
2021-02-27;Bundesgebiet;35-59;1115;3.91
2021-02-26;Bundesgebiet;05-14;33;0.42
2021-02-26;Bundesgebiet;35-59;1115;3.91
2021-02-26;Nordrhein-Westfalen;00-04;11;1.25
2021-02-26;Nordrhein-Westfalen;80+;326;25.5
2021-02-25;Bundesgebiet;00-04;35;0.88
2021-02-25;Bundesgebiet;15-34;331;1.74
2021-02-25;Bundesgebiet;35-59;1158;4.06
2021-02-25;Nordrhein-Westfalen;00-04;10;1.14
2021-02-25;Nordrhein-Westfalen;35-59;318;5.23
2021-02-25;Nordrhein-Westfalen;60-79;452;11.43
2021-02-25;Nordrhein-Westfalen;80+;333;26.05
2021-02-24;Bundesgebiet;00+;5089;6.03
2021-02-24;Bundesgebiet;15-34;320;1.68
2021-02-24;Bundesgebiet;35-59;1114;3.91
2021-02-24;Bundesgebiet;80+;1602;26.21
2021-02-24;Nordrhein-Westfalen;00-04;8;0.91
2021-02-24;Nordrhein-Westfalen;00+;1184;6.53
2021-02-24;Nordrhein-Westfalen;60-79;442;11.18
2021-02-24;Nordrhein-Westfalen;80+;337;26.36
2021-02-23;Bundesgebiet;15-34;306;1.61
2021-02-23;Nordrhein-Westfalen;05-14;7;0.4
2021-02-23;Nordrhein-Westfalen;35-59;287;4.72
2021-02-23;Nordrhein-Westfalen;80+;379;29.65
2021-02-22;Bundesgebiet;00+;5164;6.12
2021-02-22;Bundesgebiet;05-14;23;0.29
2021-02-22;Bundesgebiet;80+;1709;27.96
2021-02-22;Nordrhein-Westfalen;00+;1230;6.78
2021-02-22;Nordrhein-Westfalen;60-79;450;11.38
2021-02-21;Bundesgebiet;00+;5220;6.19
2021-02-21;Bundesgebiet;80+;1776;29.05
2021-02-21;Nordrhein-Westfalen;05-14;8;0.46
2021-02-21;Nordrhein-Westfalen;60-79;448;11.33
2021-02-20;Bundesgebiet;00-04;40;1.0
2021-02-20;Bundesgebiet;00+;5110;6.06
2021-02-20;Nordrhein-Westfalen;05-14;6;0.35
2021-02-19;Bundesgebiet;00-04;42;1.05
2021-02-19;Bundesgebiet;00+;5172;6.13
2021-02-19;Bundesgebiet;15-34;307;1.61
2021-02-19;Nordrhein-Westfalen;00-04;12;1.37
2021-02-19;Nordrhein-Westfalen;00+;1254;6.91
2021-02-19;Nordrhein-Westfalen;35-59;262;4.31
2021-02-19;Nordrhein-Westfalen;80+;423;33.09
2021-02-18;Bundesgebiet;00+;5144;6.1
2021-02-18;Bundesgebiet;35-59;987;3.46
2021-02-18;Nordrhein-Westfalen;15-34;88;2.09
2021-02-17;Bundesgebiet;00+;5233;6.2
2021-02-17;Bundesgebiet;05-14;22;0.28
2021-02-17;Bundesgebiet;15-34;295;1.55
2021-02-17;Bundesgebiet;80+;1859;30.41
2021-02-17;Nordrhein-Westfalen;00+;1241;6.84
2021-02-17;Nordrhein-Westfalen;15-34;89;2.11
2021-02-17;Nordrhein-Westfalen;35-59;230;3.78
2021-02-17;Nordrhein-Westfalen;60-79;472;11.93
2021-02-16;Bundesgebiet;00-04;43;1.08
2021-02-16;Bundesgebiet;35-59;1002;3.51
2021-02-16;Nordrhein-Westfalen;00+;1214;6.69
2021-02-15;Bundesgebiet;05-14;25;0.31
2021-02-15;Bundesgebiet;60-79;1986;10.59
2021-02-14;Bundesgebiet;00-04;48;1.2
2021-02-14;Nordrhein-Westfalen;15-34;83;1.97
2021-02-14;Nordrhein-Westfalen;60-79;458;11.58
2021-02-13;Nordrhein-Westfalen;05-14;3;0.17
2021-02-12;Bundesgebiet;00+;5548;6.58
2021-02-12;Bundesgebiet;05-14;27;0.34
2021-02-12;Bundesgebiet;60-79;2077;11.08
2021-02-12;Bundesgebiet;80+;2078;33.99
2021-02-12;Nordrhein-Westfalen;05-14;4;0.23
2021-02-12;Nordrhein-Westfalen;60-79;462;11.68
2021-02-11;Bundesgebiet;15-34;341;1.79
2021-02-11;Nordrhein-Westfalen;00+;1327;7.32
2021-02-11;Nordrhein-Westfalen;60-79;473;11.96
2021-02-10;Bundesgebiet;05-14;36;0.45
2021-02-10;Bundesgebiet;60-79;2204;11.76
2021-02-10;Nordrhein-Westfalen;00+;1361;7.5
2021-02-10;Nordrhein-Westfalen;35-59;273;4.49
2021-02-10;Nordrhein-Westfalen;60-79;476;12.04
2021-02-09;Bundesgebiet;35-59;1135;3.98
2021-02-09;Bundesgebiet;60-79;2293;12.23
2021-02-09;Nordrhein-Westfalen;05-14;7;0.4
2021-02-09;Nordrhein-Westfalen;15-34;89;2.11
2021-02-09;Nordrhein-Westfalen;60-79;500;12.64
2021-02-09;Nordrhein-Westfalen;80+;508;39.74
2021-02-08;Bundesgebiet;05-14;36;0.45
2021-02-08;Bundesgebiet;35-59;1167;4.09
2021-02-08;Bundesgebiet;60-79;2398;12.79
2021-02-08;Bundesgebiet;80+;2559;41.86
2021-02-08;Nordrhein-Westfalen;00+;1436;7.92
2021-02-08;Nordrhein-Westfalen;60-79;511;12.92
2021-02-07;Bundesgebiet;00+;6648;7.88
2021-02-07;Bundesgebiet;15-34;351;1.84
2021-02-07;Nordrhein-Westfalen;00-04;13;1.48
2021-02-07;Nordrhein-Westfalen;05-14;8;0.46
2021-02-07;Nordrhein-Westfalen;35-59;265;4.36
2021-02-06;Bundesgebiet;05-14;45;0.57
2021-02-06;Bundesgebiet;15-34;354;1.86
2021-02-06;Bundesgebiet;60-79;2471;13.18
2021-02-06;Nordrhein-Westfalen;00-04;10;1.14
2021-02-06;Nordrhein-Westfalen;05-14;9;0.52
2021-02-06;Nordrhein-Westfalen;60-79;512;12.95
2021-02-05;Bundesgebiet;00-04;34;0.85
2021-02-05;Bundesgebiet;35-59;1228;4.31
2021-02-05;Bundesgebiet;60-79;2528;13.48
2021-02-05;Bundesgebiet;80+;2713;44.38
2021-02-05;Nordrhein-Westfalen;15-34;103;2.44
2021-02-05;Nordrhein-Westfalen;35-59;283;4.65
2021-02-05;Nordrhein-Westfalen;80+;556;43.49
2021-02-04;Bundesgebiet;05-14;38;0.48
2021-02-04;Bundesgebiet;15-34;380;1.99
2021-02-04;Bundesgebiet;35-59;1228;4.31
2021-02-04;Nordrhein-Westfalen;00-04;10;1.14
2021-02-04;Nordrhein-Westfalen;00+;1499;8.26
2021-02-04;Nordrhein-Westfalen;15-34;104;2.47
2021-02-04;Nordrhein-Westfalen;60-79;540;13.65
2021-02-04;Nordrhein-Westfalen;80+;557;43.57
2021-02-03;Bundesgebiet;60-79;2689;14.34
2021-02-03;Nordrhein-Westfalen;00-04;8;0.91
2021-02-03;Nordrhein-Westfalen;00+;1565;8.63
2021-02-03;Nordrhein-Westfalen;05-14;8;0.46
2021-02-03;Nordrhein-Westfalen;35-59;286;4.7
2021-02-02;Nordrhein-Westfalen;00-04;7;0.8
2021-02-02;Nordrhein-Westfalen;00+;1556;8.58
2021-02-02;Nordrhein-Westfalen;80+;613;47.95
2021-02-01;Bundesgebiet;00+;7614;9.03
2021-02-01;Bundesgebiet;05-14;34;0.43
2021-02-01;Bundesgebiet;15-34;405;2.12
2021-02-01;Nordrhein-Westfalen;35-59;296;4.87
2021-01-31;Bundesgebiet;00+;7700;9.13
2021-01-31;Bundesgebiet;15-34;415;2.18
2021-01-31;Bundesgebiet;60-79;2866;15.29
2021-01-30;Bundesgebiet;00+;7943;9.42
2021-01-30;Bundesgebiet;15-34;429;2.25
2021-01-30;Bundesgebiet;60-79;2915;15.55
2021-01-30;Nordrhein-Westfalen;05-14;4;0.23
2021-01-29;Bundesgebiet;35-59;1359;4.77
2021-01-29;Bundesgebiet;60-79;3053;16.28
2021-01-29;Nordrhein-Westfalen;00+;1691;9.32
2021-01-29;Nordrhein-Westfalen;05-14;6;0.35
2021-01-29;Nordrhein-Westfalen;15-34;81;1.92
2021-01-28;Bundesgebiet;35-59;1404;4.92
2020-10-13;Nordrhein-Westfalen;05-14;3;0.17
2020-10-12;Bundesgebiet;00-04;20;0.5
2020-10-12;Bundesgebiet;00+;1618;1.92
2020-10-12;Bundesgebiet;35-59;502;1.76
2020-10-12;Nordrhein-Westfalen;35-59;181;2.98
2020-10-12;Nordrhein-Westfalen;60-79;162;4.1
2020-10-11;Bundesgebiet;80+;350;5.73
2020-10-11;Nordrhein-Westfalen;00+;491;2.71
2020-10-11;Nordrhein-Westfalen;05-14;1;0.06
2020-10-11;Nordrhein-Westfalen;15-34;64;1.52
2020-10-10;Bundesgebiet;00+;1483;1.76
2020-10-10;Bundesgebiet;05-14;20;0.25
2020-10-10;Bundesgebiet;15-34;186;0.98
2020-10-10;Bundesgebiet;35-59;463;1.62
2020-10-10;Bundesgebiet;60-79;474;2.53
2020-10-10;Nordrhein-Westfalen;00-04;7;0.8
2020-10-10;Nordrhein-Westfalen;60-79;154;3.89
2020-10-09;Bundesgebiet;35-59;433;1.52
2020-10-09;Bundesgebiet;60-79;437;2.33
2020-10-09;Nordrhein-Westfalen;00+;442;2.44
2020-10-09;Nordrhein-Westfalen;35-59;153;2.52
2020-10-09;Nordrhein-Westfalen;60-79;137;3.46
2020-10-08;Bundesgebiet;00+;1212;1.44
2020-10-08;Bundesgebiet;05-14;13;0.16
2020-10-08;Bundesgebiet;35-59;397;1.39
2020-10-08;Bundesgebiet;80+;244;3.99
2020-10-08;Nordrhein-Westfalen;05-14;4;0.23
2020-10-08;Nordrhein-Westfalen;35-59;138;2.27
2020-10-08;Nordrhein-Westfalen;80+;89;6.96
2020-10-07;Bundesgebiet;15-34;139;0.73
2020-10-07;Bundesgebiet;80+;211;3.45
2020-10-07;Nordrhein-Westfalen;15-34;47;1.11
2020-10-06;Bundesgebiet;05-14;9;0.11
2020-10-06;Bundesgebiet;80+;190;3.11
2020-10-06;Nordrhein-Westfalen;35-59;106;1.74
2020-10-05;Bundesgebiet;00+;890;1.06
2020-10-05;Bundesgebiet;05-14;9;0.11
2020-10-05;Bundesgebiet;35-59;281;0.99
2020-10-05;Bundesgebiet;60-79;291;1.55
2020-10-05;Nordrhein-Westfalen;00-04;3;0.34
2020-10-05;Nordrhein-Westfalen;35-59;95;1.56
2020-10-05;Nordrhein-Westfalen;80+;54;4.22
2020-10-04;Nordrhein-Westfalen;00-04;4;0.46
2020-10-04;Nordrhein-Westfalen;00+;297;1.64
2020-10-04;Nordrhein-Westfalen;60-79;92;2.33
2020-10-03;Bundesgebiet;15-34;114;0.6
2020-10-03;Nordrhein-Westfalen;05-14;1;0.06
2020-10-03;Nordrhein-Westfalen;35-59;100;1.64
2020-10-03;Nordrhein-Westfalen;60-79;85;2.15
2020-10-02;Bundesgebiet;05-14;4;0.05
2020-10-02;Nordrhein-Westfalen;00+;263;1.45
2020-10-02;Nordrhein-Westfalen;15-34;38;0.9
2020-10-02;Nordrhein-Westfalen;60-79;80;2.02
2020-10-01;Bundesgebiet;00+;837;0.99
2020-10-01;Bundesgebiet;35-59;261;0.92
2020-10-01;Bundesgebiet;80+;158;2.58
2020-10-01;Nordrhein-Westfalen;00-04;4;0.46
2020-10-01;Nordrhein-Westfalen;00+;248;1.37
2020-10-01;Nordrhein-Westfalen;05-14;0;0.0
2020-10-01;Nordrhein-Westfalen;60-79;79;2.0
2020-09-30;Bundesgebiet;05-14;5;0.06
2020-09-30;Bundesgebiet;35-59;252;0.88
2020-09-30;Bundesgebiet;80+;156;2.55
2020-09-30;Nordrhein-Westfalen;00-04;4;0.46
2020-09-30;Nordrhein-Westfalen;00+;239;1.32
2020-09-29;Nordrhein-Westfalen;00+;229;1.26
2020-09-29;Nordrhein-Westfalen;15-34;34;0.81
2020-09-29;Nordrhein-Westfalen;60-79;68;1.72
2020-09-28;Bundesgebiet;00-04;9;0.23
2020-09-28;Bundesgebiet;00+;786;0.93
2020-09-28;Nordrhein-Westfalen;00+;221;1.22
2020-09-28;Nordrhein-Westfalen;60-79;69;1.74
2020-09-27;Bundesgebiet;05-14;7;0.09
2020-09-27;Bundesgebiet;35-59;240;0.84
2020-09-27;Bundesgebiet;60-79;256;1.37
2020-09-26;Bundesgebiet;35-59;231;0.81
2020-09-26;Bundesgebiet;60-79;253;1.35
2020-09-26;Bundesgebiet;80+;150;2.45
2020-09-26;Nordrhein-Westfalen;00-04;1;0.11
2020-09-26;Nordrhein-Westfalen;80+;34;2.66
2020-09-25;Bundesgebiet;80+;155;2.54
2020-09-25;Nordrhein-Westfalen;00+;226;1.25
2020-09-25;Nordrhein-Westfalen;15-34;35;0.83
2020-09-24;Bundesgebiet;05-14;11;0.14
2020-09-24;Nordrhein-Westfalen;05-14;4;0.23
2020-09-23;Bundesgebiet;35-59;236;0.83
2020-09-23;Nordrhein-Westfalen;60-79;70;1.77
2020-09-22;Nordrhein-Westfalen;00-04;4;0.46
2020-09-22;Nordrhein-Westfalen;15-34;35;0.83
2020-09-22;Nordrhein-Westfalen;35-59;82;1.35
2020-09-22;Nordrhein-Westfalen;60-79;71;1.8
2020-09-21;Bundesgebiet;35-59;237;0.83
2020-09-21;Nordrhein-Westfalen;15-34;33;0.78
2020-09-20;Bundesgebiet;15-34;81;0.42
2020-09-20;Bundesgebiet;35-59;241;0.85
2020-09-20;Nordrhein-Westfalen;00-04;5;0.57
2020-09-20;Nordrhein-Westfalen;00+;250;1.38
2020-09-20;Nordrhein-Westfalen;80+;54;4.22
2020-09-19;Bundesgebiet;35-59;250;0.88
2020-09-19;Nordrhein-Westfalen;05-14;5;0.29
2020-09-18;Bundesgebiet;35-59;227;0.8
2020-09-18;Nordrhein-Westfalen;00-04;3;0.34
2020-09-18;Nordrhein-Westfalen;00+;225;1.24
2020-09-17;Bundesgebiet;00+;578;0.69
2020-09-17;Bundesgebiet;15-34;69;0.36
2020-09-17;Bundesgebiet;60-79;180;0.96
2020-09-17;Bundesgebiet;80+;110;1.8
2020-09-17;Nordrhein-Westfalen;00-04;4;0.46
2020-09-17;Nordrhein-Westfalen;00+;202;1.11
2020-09-17;Nordrhein-Westfalen;60-79;55;1.39
2020-09-16;Bundesgebiet;35-59;193;0.68
2020-09-16;Nordrhein-Westfalen;00+;183;1.01
2020-09-15;Bundesgebiet;00-04;8;0.2
2020-09-15;Bundesgebiet;05-14;12;0.15
2020-09-15;Bundesgebiet;80+;98;1.6
2020-09-15;Nordrhein-Westfalen;00+;170;0.94
2020-09-15;Nordrhein-Westfalen;05-14;3;0.17
2020-09-15;Nordrhein-Westfalen;60-79;54;1.37
2020-09-14;Bundesgebiet;35-59;162;0.57
2020-09-14;Bundesgebiet;60-79;140;0.75
2020-09-14;Bundesgebiet;80+;98;1.6
2020-09-14;Nordrhein-Westfalen;00-04;2;0.23
2020-09-14;Nordrhein-Westfalen;00+;153;0.84
2020-09-14;Nordrhein-Westfalen;60-79;49;1.24
2020-09-13;Bundesgebiet;00-04;12;0.3
2020-09-13;Bundesgebiet;15-34;50;0.26
2020-09-13;Nordrhein-Westfalen;00-04;2;0.23
2020-09-13;Nordrhein-Westfalen;35-59;50;0.82
2020-09-12;Bundesgebiet;00-04;12;0.3
2020-09-12;Bundesgebiet;60-79;135;0.72
2020-09-12;Bundesgebiet;80+;96;1.57
2020-09-12;Nordrhein-Westfalen;60-79;49;1.24
2020-09-11;Bundesgebiet;05-14;11;0.14
2020-09-11;Bundesgebiet;15-34;60;0.31
2020-09-11;Bundesgebiet;35-59;147;0.52
2020-09-10;Bundesgebiet;00-04;10;0.25
2020-09-10;Bundesgebiet;60-79;123;0.66
2020-09-10;Nordrhein-Westfalen;00-04;0;0.0
2020-09-10;Nordrhein-Westfalen;05-14;2;0.12
2020-09-10;Nordrhein-Westfalen;15-34;15;0.36
2020-09-10;Nordrhein-Westfalen;60-79;45;1.14
2020-09-10;Nordrhein-Westfalen;80+;17;1.33
2020-09-09;Bundesgebiet;80+;66;1.08
2020-09-09;Nordrhein-Westfalen;00+;113;0.62
2020-09-09;Nordrhein-Westfalen;15-34;18;0.43
2020-09-09;Nordrhein-Westfalen;60-79;40;1.01
2020-09-08;Bundesgebiet;05-14;6;0.08
2020-09-08;Bundesgebiet;15-34;75;0.39
2020-09-08;Bundesgebiet;35-59;144;0.51
2020-09-08;Bundesgebiet;80+;56;0.92
2020-09-08;Nordrhein-Westfalen;00+;109;0.6
2020-09-08;Nordrhein-Westfalen;35-59;39;0.64
2020-09-07;Bundesgebiet;00+;404;0.48
2020-09-07;Nordrhein-Westfalen;00-04;1;0.11
2020-09-07;Nordrhein-Westfalen;00+;117;0.65
2020-09-07;Nordrhein-Westfalen;05-14;1;0.06
2020-09-06;Bundesgebiet;05-14;10;0.13
2020-09-06;Bundesgebiet;60-79;111;0.59
2020-09-06;Nordrhein-Westfalen;05-14;2;0.12
2020-09-06;Nordrhein-Westfalen;15-34;22;0.52
2020-09-06;Nordrhein-Westfalen;35-59;44;0.72
2020-09-05;Bundesgebiet;00-04;4;0.1
2020-09-05;Bundesgebiet;15-34;73;0.38
2020-09-05;Nordrhein-Westfalen;80+;15;1.17
2020-09-04;Bundesgebiet;15-34;70;0.37
2020-09-04;Nordrhein-Westfalen;05-14;1;0.06
2020-09-04;Nordrhein-Westfalen;60-79;31;0.78
2020-09-03;Bundesgebiet;00-04;6;0.15
2020-09-03;Bundesgebiet;00+;376;0.45
2020-09-03;Bundesgebiet;05-14;6;0.08
2020-09-03;Bundesgebiet;35-59;148;0.52
2020-09-03;Bundesgebiet;60-79;106;0.57
2020-09-03;Nordrhein-Westfalen;00-04;3;0.34
2020-09-03;Nordrhein-Westfalen;05-14;1;0.06
2020-09-03;Nordrhein-Westfalen;35-59;45;0.74
2020-09-02;Bundesgebiet;15-34;72;0.38
2020-09-02;Bundesgebiet;35-59;153;0.54
2020-09-02;Nordrhein-Westfalen;00+;134;0.74
2020-09-02;Nordrhein-Westfalen;35-59;49;0.81
2020-09-01;Bundesgebiet;00+;366;0.43
2020-09-01;Bundesgebiet;05-14;6;0.08
2020-09-01;Bundesgebiet;15-34;70;0.37
2020-09-01;Nordrhein-Westfalen;05-14;2;0.12
2020-09-01;Nordrhein-Westfalen;35-59;50;0.82
2020-09-01;Nordrhein-Westfalen;80+;20;1.56
2020-08-31;Bundesgebiet;00-04;6;0.15
2020-08-31;Bundesgebiet;00+;375;0.44
2020-08-31;Bundesgebiet;15-34;67;0.35
2020-08-31;Bundesgebiet;35-59;151;0.53
2020-08-31;Bundesgebiet;80+;40;0.65
2020-08-31;Nordrhein-Westfalen;05-14;2;0.12
2020-08-31;Nordrhein-Westfalen;60-79;40;1.01
2020-08-30;Bundesgebiet;60-79;105;0.56
2020-08-30;Bundesgebiet;80+;40;0.65
2020-08-30;Nordrhein-Westfalen;35-59;48;0.79
2020-08-30;Nordrhein-Westfalen;60-79;40;1.01
2020-08-29;Bundesgebiet;00+;382;0.45
2020-08-29;Bundesgebiet;15-34;72;0.38
2020-08-29;Bundesgebiet;35-59;152;0.53
2020-08-29;Bundesgebiet;60-79;104;0.55
2020-08-29;Nordrhein-Westfalen;00-04;4;0.46
2020-08-29;Nordrhein-Westfalen;05-14;1;0.06
2020-08-29;Nordrhein-Westfalen;80+;18;1.41
2020-08-28;Bundesgebiet;15-34;77;0.4
2020-08-28;Bundesgebiet;80+;35;0.57
2020-08-28;Nordrhein-Westfalen;00+;138;0.76
2020-08-28;Nordrhein-Westfalen;80+;18;1.41
2020-08-27;Bundesgebiet;15-34;78;0.41
2020-08-27;Bundesgebiet;60-79;101;0.54
2020-08-27;Nordrhein-Westfalen;35-59;54;0.89
2020-08-27;Nordrhein-Westfalen;80+;19;1.49
2020-08-26;Nordrhein-Westfalen;35-59;56;0.92
2020-08-25;Bundesgebiet;00-04;9;0.23
2020-08-25;Bundesgebiet;00+;426;0.5
2020-08-25;Nordrhein-Westfalen;00+;143;0.79
2020-08-25;Nordrhein-Westfalen;05-14;3;0.17
2020-08-25;Nordrhein-Westfalen;80+;15;1.17
2020-08-24;Bundesgebiet;35-59;170;0.6
2020-08-24;Bundesgebiet;80+;45;0.74
2020-08-24;Nordrhein-Westfalen;00-04;1;0.11
2020-08-24;Nordrhein-Westfalen;15-34;29;0.69
2020-08-23;Bundesgebiet;00-04;10;0.25
2020-08-23;Bundesgebiet;05-14;11;0.14
2020-08-23;Nordrhein-Westfalen;05-14;3;0.17
2020-08-23;Nordrhein-Westfalen;60-79;45;1.14
2020-08-23;Nordrhein-Westfalen;80+;20;1.56
2020-08-22;Nordrhein-Westfalen;35-59;65;1.07
2020-08-21;Bundesgebiet;00+;442;0.52
2020-08-21;Bundesgebiet;80+;63;1.03
2020-08-21;Nordrhein-Westfalen;00-04;5;0.57
2020-08-21;Nordrhein-Westfalen;05-14;4;0.23
2020-08-21;Nordrhein-Westfalen;15-34;32;0.76
2020-08-20;Bundesgebiet;00+;444;0.53
2020-08-20;Bundesgebiet;15-34;81;0.42
2020-08-20;Bundesgebiet;60-79;121;0.65
2020-08-20;Bundesgebiet;80+;62;1.01
2020-08-20;Nordrhein-Westfalen;00-04;5;0.57
2020-08-20;Nordrhein-Westfalen;35-59;63;1.04
2020-08-20;Nordrhein-Westfalen;80+;35;2.74
2020-08-19;Bundesgebiet;05-14;12;0.15
2020-08-19;Bundesgebiet;60-79;129;0.69
2020-08-19;Nordrhein-Westfalen;00+;202;1.11
2020-08-19;Nordrhein-Westfalen;35-59;64;1.05
2020-08-19;Nordrhein-Westfalen;60-79;51;1.29
2020-08-18;Bundesgebiet;00-04;11;0.28
2020-08-18;Nordrhein-Westfalen;00-04;8;0.91
2020-08-18;Nordrhein-Westfalen;15-34;36;0.85
2020-08-18;Nordrhein-Westfalen;35-59;66;1.09
2020-08-17;Bundesgebiet;05-14;13;0.16
2020-08-17;Bundesgebiet;35-59;151;0.53
2020-08-17;Nordrhein-Westfalen;05-14;6;0.35
2020-08-17;Nordrhein-Westfalen;15-34;39;0.92
2020-08-17;Nordrhein-Westfalen;35-59;62;1.02
2020-08-16;Bundesgebiet;00+;436;0.52
2020-08-16;Bundesgebiet;35-59;148;0.52
2020-08-16;Bundesgebiet;80+;79;1.29
2020-08-16;Nordrhein-Westfalen;15-34;39;0.92
2020-08-15;Bundesgebiet;00-04;11;0.28
2020-08-15;Nordrhein-Westfalen;35-59;63;1.04
2020-08-14;Bundesgebiet;00-04;9;0.23
2020-08-14;Bundesgebiet;15-34;84;0.44
2020-08-14;Bundesgebiet;35-59;153;0.54
2020-08-14;Bundesgebiet;60-79;112;0.6
2020-08-14;Nordrhein-Westfalen;60-79;44;1.11
2020-08-13;Bundesgebiet;05-14;7;0.09
2020-08-13;Nordrhein-Westfalen;00-04;7;0.8
2020-08-13;Nordrhein-Westfalen;35-59;58;0.95
2020-08-13;Nordrhein-Westfalen;60-79;49;1.24
2020-08-12;Bundesgebiet;00-04;9;0.23
2020-08-12;Bundesgebiet;35-59;143;0.5
2020-08-11;Bundesgebiet;05-14;5;0.06
2020-08-11;Bundesgebiet;60-79;123;0.66
2020-08-11;Nordrhein-Westfalen;35-59;62;1.02
2020-08-11;Nordrhein-Westfalen;80+;38;2.97
2020-08-10;Bundesgebiet;00+;405;0.48
2020-08-10;Bundesgebiet;05-14;3;0.04
2020-08-10;Bundesgebiet;35-59;149;0.52
2020-08-10;Nordrhein-Westfalen;05-14;1;0.06
2020-08-10;Nordrhein-Westfalen;15-34;27;0.64
2020-08-09;Bundesgebiet;00+;418;0.5
2020-08-09;Bundesgebiet;05-14;5;0.06
2020-08-09;Bundesgebiet;15-34;68;0.36
2020-08-09;Bundesgebiet;60-79;116;0.62
2020-08-08;Bundesgebiet;05-14;5;0.06
2020-08-08;Bundesgebiet;15-34;64;0.34
2020-08-08;Bundesgebiet;80+;72;1.18
2020-08-08;Nordrhein-Westfalen;05-14;2;0.12
2020-08-08;Nordrhein-Westfalen;35-59;73;1.2
2020-08-07;Bundesgebiet;15-34;55;0.29
2020-08-07;Bundesgebiet;35-59;155;0.54
2020-08-07;Bundesgebiet;80+;80;1.31
2020-08-07;Nordrhein-Westfalen;15-34;25;0.59
2020-08-07;Nordrhein-Westfalen;35-59;76;1.25
2020-08-06;Bundesgebiet;00-04;3;0.08
2020-08-06;Bundesgebiet;00+;403;0.48
2020-08-06;Bundesgebiet;05-14;6;0.08
2020-08-06;Bundesgebiet;15-34;59;0.31
2020-08-06;Nordrhein-Westfalen;35-59;73;1.2
2020-08-05;Bundesgebiet;05-14;5;0.06
2020-08-05;Bundesgebiet;15-34;57;0.3
2020-08-05;Bundesgebiet;60-79;114;0.61
2020-08-05;Nordrhein-Westfalen;60-79;41;1.04
2020-08-04;Bundesgebiet;00+;385;0.46
2020-08-04;Bundesgebiet;05-14;5;0.06
2020-08-04;Nordrhein-Westfalen;05-14;3;0.17
2020-08-03;Bundesgebiet;00+;387;0.46
2020-08-03;Bundesgebiet;05-14;5;0.06
2020-08-03;Bundesgebiet;35-59;147;0.52
2020-08-03;Nordrhein-Westfalen;00+;162;0.89
2020-08-03;Nordrhein-Westfalen;05-14;3;0.17
2020-08-03;Nordrhein-Westfalen;35-59;63;1.04
2020-08-02;Bundesgebiet;00-04;2;0.05
2020-08-02;Bundesgebiet;15-34;51;0.27
2020-08-02;Bundesgebiet;80+;69;1.13
2020-08-02;Nordrhein-Westfalen;05-14;2;0.12
2020-08-02;Nordrhein-Westfalen;35-59;59;0.97
2020-08-01;Bundesgebiet;00-04;4;0.1
2020-08-01;Bundesgebiet;00+;371;0.44
2020-08-01;Bundesgebiet;35-59;140;0.49
2020-08-01;Bundesgebiet;60-79;106;0.57
2020-08-01;Nordrhein-Westfalen;00-04;3;0.34
2020-08-01;Nordrhein-Westfalen;00+;154;0.85
2020-08-01;Nordrhein-Westfalen;05-14;2;0.12
2020-08-01;Nordrhein-Westfalen;35-59;55;0.9
2020-07-31;Bundesgebiet;00+;370;0.44
