Geo Point;Geo Shape;Kommune;Gewerbegebiet;Größe;Verfügbarkeit;Art;Exposelink;blockiert;Frei parzellierbar;Geplant;24h-Betrieb;code
51.24202655864582, 6.711117642718057;"{""coordinates"": [[[6.711062667249835, 51.24240244923481], [6.711241137343961, 51.24172301073808], [6.711252953783208, 51.241665873678194], [6.711142218458136, 51.24172835895085], [6.710993390971754, 51.24235568537396], [6.711062667249835, 51.24240244923481]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;475;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.242922707432676, 6.713033023599378;"{""coordinates"": [[[6.713009648847176, 51.242978955919], [6.713199800633258, 51.242863710834236], [6.713072612663757, 51.242857717722025], [6.712994908391679, 51.24288074651998], [6.712957074945173, 51.24291696385066], [6.712903036789258, 51.24303927544003], [6.713009648847176, 51.242978955919]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;149;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24160238481162, 6.711296608335907;"{""coordinates"": [[[6.711365296194325, 51.24160472172193], [6.71126501905579, 51.241531100592944], [6.711252953783208, 51.241665873678194], [6.711309939311572, 51.24164369965015], [6.711365296194325, 51.24160472172193]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;51;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220083
51.242688032849365, 6.711002510306859;"{""coordinates"": [[[6.710952830240045, 51.24305823377476], [6.711007421758177, 51.24302720096974], [6.711062667249835, 51.24240244923481], [6.710993390971754, 51.24235568537396], [6.710972453937428, 51.24244420515238], [6.710952830240045, 51.24305823377476]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;362;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220083
51.24204968226181, 6.710901731803919;"{""coordinates"": [[[6.710616615982028, 51.242101037307464], [6.710993390971754, 51.24235568537396], [6.711142218458136, 51.24172835895085], [6.710626554942331, 51.24202938696928], [6.710598168179353, 51.242065698324325], [6.710616615982028, 51.242101037307464]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;1206;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24142761394001, 6.710702523407858;"{""coordinates"": [[[6.711094840411736, 51.24140591572179], [6.710634328064485, 51.24105546623091], [6.710499271751409, 51.241145246004145], [6.710926815029417, 51.241412307189364], [6.710206244000674, 51.24184348428219], [6.710298196451472, 51.24187999092844], [6.710994890259964, 51.24145230431525], [6.711035517467002, 51.24140265447021], [6.711094840411736, 51.24140591572179]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;1002;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220083
51.236246595072295, 6.6943330470252524;"{""coordinates"": [[[6.694340223707068, 51.23624464877561], [6.694325803051813, 51.23624473426721], [6.694326362702235, 51.236248882859854], [6.694340697119223, 51.23624808587564], [6.694340223707068, 51.23624464877561]]], ""type"": ""Polygon""}";Meerbusch;Hessenweg;0;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220084
51.23625334922908, 6.694107367666963;"{""coordinates"": [[[6.694325803051813, 51.23624473426721], [6.693967558509768, 51.23624685974605], [6.693970406169218, 51.23626812296573], [6.694325803051813, 51.23624473426721]]], ""type"": ""Polygon""}";Meerbusch;Hessenweg;35;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220084
51.236643842047876, 6.694015217203497;"{""coordinates"": [[[[6.693352948260364, 51.23675526988907], [6.693366758061226, 51.23676830946272], [6.693414095683438, 51.236757447088664], [6.693379898617201, 51.236758318305945], [6.693352948260364, 51.23675526988907]]], [[[6.693474547810482, 51.23674357566512], [6.694028942189761, 51.23663065977087], [6.694518743208536, 51.23658841993907], [6.694019321233069, 51.2366246259133], [6.693736484869233, 51.23667462006649], [6.693474547810482, 51.23674357566512]]], [[[6.694652637101633, 51.23658065319622], [6.69497346232052, 51.23656204315487], [6.694671126226813, 51.236576326902224], [6.694652637101633, 51.23658065319622]]]], ""type"": ""MultiPolygon""}";Meerbusch;Hessenweg;77;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220084
51.236413059367365, 6.695797068800413;"{""coordinates"": [[[6.695824947530562, 51.23651264619225], [6.695805548412003, 51.236314787275866], [6.69576646091736, 51.23632374363231], [6.695792583925821, 51.23651452362202], [6.695824947530562, 51.23651264619225]]], ""type"": ""Polygon""}";Meerbusch;Hessenweg;54;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220084
51.2362693036631, 6.695776058486417;"{""coordinates"": [[[6.695805548412003, 51.236314787275866], [6.695766397136974, 51.23619819249912], [6.69574937046908, 51.23619917565361], [6.69576646091736, 51.23632374363231], [6.695805548412003, 51.236314787275866]]], ""type"": ""Polygon""}";Meerbusch;Hessenweg;29;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220084
51.062347538767554, 6.706986028799944;"{""coordinates"": [[[6.706973802876163, 51.06231519144183], [6.706992353086779, 51.06237820571324], [6.706998251424934, 51.062379708592545], [6.706979595213114, 51.06231666778846], [6.706973802876163, 51.06231519144183]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbegebiet Anstel;2;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280085
51.0620131010925, 6.707503263023806;"{""coordinates"": [[[6.708114999256911, 51.06190903963839], [6.706913997536122, 51.062112038921576], [6.708120127738867, 51.061909405481984], [6.708114999256911, 51.06190903963839]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbegebiet Anstel;12;Nicht verfügbare Fläche;Grünfläche;;;;;;051620280085
51.06258713864217, 6.707371097698625;"{""coordinates"": [[[6.70798825685179, 51.06263238922073], [6.707532075282523, 51.062515893983075], [6.706998251424934, 51.062379708592545], [6.707105595609811, 51.06274383640519], [6.70798825685179, 51.06263238922073]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbegebiet Anstel;1328;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280085
51.06266217098966, 6.708221039530252;"{""coordinates"": [[[[6.708417227552784, 51.0627416458996], [6.708445996998074, 51.06269104123968], [6.708600392242586, 51.06271437353176], [6.708451386889778, 51.062691649839586], [6.708021461279636, 51.062582055432706], [6.708007706276006, 51.06260795259831], [6.708006038104523, 51.06263696445237], [6.708417227552784, 51.0627416458996]]], [[[6.709690017241188, 51.06287903387083], [6.709703216187657, 51.06288102846704], [6.709756661455486, 51.06285349196633], [6.709703219780918, 51.062881021127744], [6.709690017241188, 51.06287903387083]]], [[[6.709772606551779, 51.062846510592784], [6.70982714686594, 51.06285009048049], [6.70982714686594, 51.062850089915926], [6.709772606551779, 51.062846510592784]]]], ""type"": ""MultiPolygon""}";Rommerskirchen;Gewerbegebiet Anstel;193;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280085
51.06284103076344, 6.709823303873154;"{""coordinates"": [[[6.70982714686594, 51.062850089915926], [6.709815618785899, 51.06282291245845], [6.709827145967624, 51.062850089915926], [6.70982714686594, 51.062850089915926]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbegebiet Anstel;0;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280085
51.0635604483498, 6.708463770764846;"{""coordinates"": [[[6.708443374815759, 51.06356146529852], [6.70847400107874, 51.0635600420596], [6.708473936400041, 51.063559837691294], [6.708443374815759, 51.06356146529852]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbegebiet Anstel;0;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280085
51.033385488033076, 6.6947441236259015;"{""coordinates"": [[[6.694709224676327, 51.03334208250428], [6.694771183278102, 51.03342227421035], [6.694773712035627, 51.03342120029592], [6.694710741930841, 51.03334154639351], [6.694709224676327, 51.03334208250428]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;1;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620280086
51.03329182586741, 6.694670047711159;"{""coordinates"": [[[6.694633335899439, 51.033247462530134], [6.694709224676327, 51.03334208250428], [6.694710741930841, 51.03334154639351], [6.694635587077541, 51.03324672474079], [6.694633335899439, 51.033247462530134]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;1;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620280086
51.0324575243821, 6.697495709248395;"{""coordinates"": [[[6.697346552586362, 51.03244468710595], [6.697392938892688, 51.03250306156632], [6.697424632354226, 51.03251618493483], [6.697639721372594, 51.0324835572849], [6.697556478088477, 51.0323785967107], [6.697346552586362, 51.03244468710595]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;193;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280086
51.032376376541954, 6.6977727262707125;"{""coordinates"": [[[6.697763891901058, 51.03231335588243], [6.697698536769193, 51.03233391835699], [6.697781405455837, 51.0324393208098], [6.697846990556415, 51.032418852725826], [6.697763891901058, 51.03231335588243]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;67;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280086
51.0335781087497, 6.694896061474935;"{""coordinates"": [[[6.694853088970762, 51.033526153989406], [6.694935026104458, 51.03363008381332], [6.694938076783163, 51.03362865569994], [6.694855955494834, 51.033524884050294], [6.694853088970762, 51.033526153989406]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;3;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620280086
51.03358738638365, 6.695780751737373;"{""coordinates"": [[[6.696512028467198, 51.03335856352915], [6.695652903983979, 51.03362738293904], [6.695079311708763, 51.03380687916545], [6.695079314403709, 51.03380688199004], [6.696512028467198, 51.03335856352915]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;0;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280086
51.032873104825285, 6.694338573531132;"{""coordinates"": [[[6.694233304425322, 51.032741428926485], [6.694433010692765, 51.032994053795434], [6.69443515856461, 51.03299341655888], [6.694234926782726, 51.03274092162016], [6.694233304425322, 51.032741428926485]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;4;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280086
51.03242080979124, 6.697630728780788;"{""coordinates"": [[[6.697556478088477, 51.0323785967107], [6.697639721372594, 51.0324835572849], [6.697704949842006, 51.0324631717006], [6.697621833220342, 51.032358034255964], [6.697556478088477, 51.0323785967107]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;66;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280086
51.033048069898236, 6.696349137335956;"{""coordinates"": [[[6.696339316574043, 51.0330110236049], [6.696308013879651, 51.033020837495], [6.696359045374312, 51.03308514859077], [6.696390229491085, 51.033075332454594], [6.696339316574043, 51.0330110236049]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;19;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280086
51.03335846805739, 6.696512328803941;"{""coordinates"": [[[6.696512925884166, 51.03335828276312], [6.696512028467198, 51.03335855900977], [6.696512032060459, 51.0333585623993], [6.696512925884166, 51.03335828276312]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;0;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280086
51.03237930901096, 6.6984859579387415;"{""coordinates"": [[[6.697763891901058, 51.03231335588243], [6.697846990556415, 51.032418852725826], [6.698054264231811, 51.03235405825194], [6.698130270688002, 51.03245078272951], [6.698270644129243, 51.03240687953371], [6.698523900767404, 51.03272902251698], [6.699039151956493, 51.0325680535578], [6.698611096638771, 51.03204697898443], [6.697763891901058, 51.03231335588243]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;3079;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280086
51.03256484430383, 6.697128141954736;"{""coordinates"": [[[6.697402596680307, 51.03267832856337], [6.698130270688002, 51.03245078272951], [6.698054264231811, 51.03235405825194], [6.697586153035572, 51.03249886694602], [6.697471262103996, 51.03251746394049], [6.697406159398724, 51.032511594863394], [6.697163668170928, 51.03220971404735], [6.697046198176171, 51.03199572330113], [6.696999017759133, 51.03204586831717], [6.696804889131289, 51.03210885203459], [6.696953450716346, 51.03225322762475], [6.697099507798391, 51.03243864797486], [6.697138290764152, 51.03253886524788], [6.697115301079401, 51.03259452283707], [6.697013433024497, 51.03264934482764], [6.696212374742928, 51.03290025507973], [6.696308013879651, 51.033020837495], [6.697402596680307, 51.03267832856337]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;3035;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280086
51.033194539761304, 6.696385431447318;"{""coordinates"": [[[6.696512925884166, 51.03335828276312], [6.696262732501125, 51.03303505102314], [6.696256758704486, 51.03303691132283], [6.696512028467198, 51.03335855900977], [6.696512925884166, 51.03335828276312]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;17;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280086
51.03202935704464, 6.6986310857591915;"{""coordinates"": [[[6.699039154651438, 51.03256805751232], [6.699090187044414, 51.03255023901366], [6.698224891135193, 51.03148851054907], [6.698174113863758, 51.03150450525125], [6.699039154651438, 51.03256805751232]]], ""type"": ""Polygon""}";Rommerskirchen;Mariannenpark;539;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280086
51.032418738420446, 6.695268569970575;"{""coordinates"": [[[6.695252435030318, 51.03242290668505], [6.695254001692173, 51.03242504213165], [6.695299273189232, 51.03240826644463], [6.695252435030318, 51.03242290668505]]], ""type"": ""Polygon""}";Rommerskirchen;Metallhütte;0;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280087
51.03187978517891, 6.693442836416752;"{""coordinates"": [[[6.694144140345166, 51.0314496593086], [6.693483733982578, 51.0316582737609], [6.692704798511511, 51.031904203224805], [6.69295150822788, 51.03236200856485], [6.693437732155193, 51.03221272006945], [6.693298271402279, 51.03203452945375], [6.694202647619621, 51.03174701255242], [6.694356111311184, 51.031711915566035], [6.694144140345166, 51.0314496593086]]], ""type"": ""Polygon""}";Rommerskirchen;Metallhütte;4456;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280087
51.031726623117734, 6.696701137781284;"{""coordinates"": [[[6.696461649149435, 51.03170184378531], [6.696575184523248, 51.03185047464148], [6.697033602897572, 51.03170655765918], [6.696662683126867, 51.03162766630695], [6.696461649149435, 51.03170184378531]]], ""type"": ""Polygon""}";Rommerskirchen;Metallhütte;514;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280087
51.03199026149522, 6.69526932288334;"{""coordinates"": [[[6.695360735022656, 51.03168165558685], [6.694992627877107, 51.031794976601844], [6.695019046431297, 51.031829038554854], [6.69485192385584, 51.03188104240252], [6.695154506986251, 51.03228941113539], [6.695698359635671, 51.032125784317444], [6.695360735022656, 51.03168165558685]]], ""type"": ""Polygon""}";Rommerskirchen;Metallhütte;2241;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280087
51.03176557756184, 6.695947311941877;"{""coordinates"": [[[6.695360735022656, 51.03168165558685], [6.695698359635671, 51.032125784317444], [6.696397645083755, 51.03190623135685], [6.696376816745579, 51.031880372949104], [6.696452180008024, 51.03179553476318], [6.69647146773549, 51.03174340088308], [6.696467961610935, 51.031719233254584], [6.696214932246543, 51.03140949905726], [6.695360735022656, 51.03168165558685]]], ""type"": ""Polygon""}";Rommerskirchen;Metallhütte;3614;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280087
51.030525041171195, 6.696854234969439;"{""coordinates"": [[[6.6969049650472, 51.03040656279216], [6.69689400290579, 51.03058104282561], [6.696433683696323, 51.03072672426358], [6.696896794869692, 51.03058047278557], [6.6969049650472, 51.03040656279216]]], ""type"": ""Polygon""}";Rommerskirchen;Metallhütte;4;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620280087
51.032629469591335, 6.693117230928687;"{""coordinates"": [[[6.693117216855081, 51.03262944967591], [6.693117233024755, 51.032629475662716], [6.693117242906223, 51.03262948357174], [6.693117233024755, 51.032629470578335], [6.693117216855081, 51.03262944967591]]], ""type"": ""Polygon""}";Rommerskirchen;Metallhütte;0;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280087
51.03133360806431, 6.69451068938255;"{""coordinates"": [[[6.694717637398963, 51.03126821166407], [6.694715003538549, 51.03126904213623], [6.694347303329823, 51.03138462846227], [6.694347860285299, 51.031385338033985], [6.694717637398963, 51.03126821166407]]], ""type"": ""Polygon""}";Rommerskirchen;Metallhütte;1;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280087
51.031607420437226, 6.693644639609173;"{""coordinates"": [[[6.693813260283305, 51.03155415364845], [6.693813260283305, 51.03155415364845], [6.693483698049966, 51.03165823026034], [6.693483733982578, 51.0316582737609], [6.693813260283305, 51.03155415364845]]], ""type"": ""Polygon""}";Rommerskirchen;Metallhütte;0;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620280087
